id,title,difficulty,level,topic,platform,statement,description,input_format,output_format,constraints,sample_input,sample_output,sample_explanation,time_limit_ms,memory_limit_mb,submissions,acceptance_rate,updated_at,kind,family
P00578,Sum of Array Elements - Medium #2312,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 16. Second line: 16 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 1000
1 <= array elements <= 1000","5
33 10 42 65 17",167,Add all elements: 167. (problem P00578),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00579,Swap Elements in Array - Medium #2316,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, swap elements at indices 4 and 0 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 8. Second line: 8 space-separated integers.,Print the array after swapping.,"1 <= n <= 1000
1 <= array elements <= 1000","5
46 57 2 89 11",11 57 2 89 46,Swap values at indices 0 and 4. (problem P00579),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00580,Reverse an Array - Medium #2320,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 12. Second line: 12 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","11
83 4 58 48 98 79 30 30 84 25 95",95 25 84 30 30 79 98 48 58 4 83,Reverse the order of the elements. (problem P00580),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00581,Find Maximum in Array - Medium #2324,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 16. Second line: 16 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","8
86 79 3 25 64 63 58 14",86,"The maximum value in [86, 79, 3, 25, 64, 63, 58, 14] is 86. (problem P00581)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00582,Rotate Array by 1 - Medium #2328,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, rotate it by 1 positions to the right.",Practice array manipulation: rotate array.,First line: n = 8. Second line: 8 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","9 1
25 91 55 87 69 97 95 87 56",56 25 91 55 87 69 97 95 87,Rotate the array right by 1. (problem P00582),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00583,Find Minimum in Array - Medium #2332,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 12. Second line: 12 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","5
61 69 58 62 88",58,"The minimum value in [61, 69, 58, 62, 88] is 58. (problem P00583)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00584,Max Subarray Sum (Window 2) - Medium #2336,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, find the maximum sum of any subarray of size 2.",Practice array manipulation: find subarray.,First line: n = 16. Second line: 16 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 1000
1 <= array elements <= 1000","12 3
49 15 85 84 54 98 13 66 48 8 22 9",236,Scan all subarrays of size 3. (problem P00584),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00585,Sum of Array Elements - Medium #2340,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 8. Second line: 8 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 1000
1 <= array elements <= 1000","11
37 82 94 76 2 74 47 80 1 70 66",629,Add all elements: 629. (problem P00585),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00586,Swap Elements in Array - Medium #2344,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, swap elements at indices 4 and 8 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 12. Second line: 12 space-separated integers.,Print the array after swapping.,"1 <= n <= 1000
1 <= array elements <= 1000","7
88 55 1 29 17 16 63",88 55 29 1 17 16 63,Swap values at indices 2 and 3. (problem P00586),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00587,Reverse an Array - Medium #2348,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 16. Second line: 16 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","9
50 31 43 2 42 71 34 46 10",10 46 34 71 42 2 43 31 50,Reverse the order of the elements. (problem P00587),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00588,Find Maximum in Array - Medium #2352,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 8. Second line: 8 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","7
57 30 1 54 97 30 2",97,"The maximum value in [57, 30, 1, 54, 97, 30, 2] is 97. (problem P00588)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00589,Rotate Array by 2 - Medium #2356,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, rotate it by 2 positions to the right.",Practice array manipulation: rotate array.,First line: n = 12. Second line: 12 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","9 1
52 5 65 71 83 62 75 48 4",4 52 5 65 71 83 62 75 48,Rotate the array right by 1. (problem P00589),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00590,Find Minimum in Array - Medium #2360,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 16. Second line: 16 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","12
84 84 3 95 41 61 62 77 56 22 49 38",3,"The minimum value in [84, 84, 3, 95, 41, 61, 62, 77, 56, 22, 49, 38] is 3. (problem P00590)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00591,Max Subarray Sum (Window 2) - Medium #2364,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, find the maximum sum of any subarray of size 2.",Practice array manipulation: find subarray.,First line: n = 8. Second line: 8 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 1000
1 <= array elements <= 1000","6 4
25 19 54 86 97 60",297,Scan all subarrays of size 4. (problem P00591),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00592,Sum of Array Elements - Medium #2368,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 12. Second line: 12 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 1000
1 <= array elements <= 1000","12
82 32 42 57 34 6 49 40 58 72 5 63",540,Add all elements: 540. (problem P00592),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00593,Swap Elements in Array - Medium #2372,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, swap elements at indices 4 and 8 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 16. Second line: 16 space-separated integers.,Print the array after swapping.,"1 <= n <= 1000
1 <= array elements <= 1000","12
56 90 48 77 26 63 18 63 97 9 89 75",56 90 48 77 89 63 18 63 97 9 26 75,Swap values at indices 4 and 10. (problem P00593),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00594,Reverse an Array - Medium #2376,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 8. Second line: 8 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","12
16 84 44 12 32 12 66 52 59 40 81 25",25 81 40 59 52 66 12 32 12 44 84 16,Reverse the order of the elements. (problem P00594),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00595,Find Maximum in Array - Medium #2380,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 12. Second line: 12 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","11
41 31 13 50 53 61 51 14 96 4 73",96,"The maximum value in [41, 31, 13, 50, 53, 61, 51, 14, 96, 4, 73] is 96. (problem P00595)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00596,Rotate Array by 3 - Medium #2384,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, rotate it by 3 positions to the right.",Practice array manipulation: rotate array.,First line: n = 16. Second line: 16 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","9 5
48 15 49 85 29 95 24 37 43",29 95 24 37 43 48 15 49 85,Rotate the array right by 5. (problem P00596),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00597,Find Minimum in Array - Medium #2388,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 8. Second line: 8 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","5
32 60 68 37 36",32,"The minimum value in [32, 60, 68, 37, 36] is 32. (problem P00597)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00598,Max Subarray Sum (Window 2) - Medium #2392,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, find the maximum sum of any subarray of size 2.",Practice array manipulation: find subarray.,First line: n = 12. Second line: 12 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 1000
1 <= array elements <= 1000","6 2
10 78 49 86 15 13",135,Scan all subarrays of size 2. (problem P00598),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00599,Sum of Array Elements - Medium #2396,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 16. Second line: 16 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 1000
1 <= array elements <= 1000","6
31 12 82 88 8 78",299,Add all elements: 299. (problem P00599),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00600,Swap Elements in Array - Medium #2400,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, swap elements at indices 0 and 0 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 8. Second line: 8 space-separated integers.,Print the array after swapping.,"1 <= n <= 1000
1 <= array elements <= 1000","9
43 38 48 45 59 1 45 84 27",43 38 27 45 59 1 45 84 48,Swap values at indices 2 and 8. (problem P00600),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00601,Reverse an Array - Medium #2404,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 12. Second line: 12 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","12
30 32 88 86 64 99 12 44 9 31 15 89",89 15 31 9 44 12 99 64 86 88 32 30,Reverse the order of the elements. (problem P00601),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00602,Find Maximum in Array - Medium #2408,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 16. Second line: 16 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","9
86 14 87 94 39 21 86 78 4",94,"The maximum value in [86, 14, 87, 94, 39, 21, 86, 78, 4] is 94. (problem P00602)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00603,Rotate Array by 1 - Medium #2412,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, rotate it by 1 positions to the right.",Practice array manipulation: rotate array.,First line: n = 8. Second line: 8 space-separated integers.,Print the rotated array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","11 9
66 73 52 1 31 48 58 41 10 56 46",52 1 31 48 58 41 10 56 46 66 73,Rotate the array right by 9. (problem P00603),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00604,Find Minimum in Array - Medium #2416,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, find and print the minimum element.",Practice array manipulation: find minimum.,First line: n = 12. Second line: 12 space-separated integers.,Print the minimum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","8
56 92 2 99 5 1 19 14",1,"The minimum value in [56, 92, 2, 99, 5, 1, 19, 14] is 1. (problem P00604)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00605,Max Subarray Sum (Window 2) - Medium #2420,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, find the maximum sum of any subarray of size 2.",Practice array manipulation: find subarray.,First line: n = 16. Second line: 16 space-separated integers.,Print the maximum subarray sum.,"1 <= n <= 1000
1 <= array elements <= 1000","9 3
57 9 71 43 76 11 91 76 33",200,Scan all subarrays of size 3. (problem P00605),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00606,Sum of Array Elements - Medium #2424,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, calculate and print the total sum.",Practice array manipulation: calculate sum.,First line: n = 8. Second line: 8 space-separated integers.,Print the sum of all array elements.,"1 <= n <= 1000
1 <= array elements <= 1000","8
99 82 3 90 49 65 30 86",504,Add all elements: 504. (problem P00606),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00607,Swap Elements in Array - Medium #2428,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 12 integers, swap elements at indices 4 and 8 and print the result.",Practice array manipulation: two pointer approach.,First line: n = 12. Second line: 12 space-separated integers.,Print the array after swapping.,"1 <= n <= 1000
1 <= array elements <= 1000","9
71 1 24 84 74 95 28 65 37",71 1 28 84 74 95 24 65 37,Swap values at indices 2 and 6. (problem P00607),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00608,Reverse an Array - Medium #2432,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 16 integers, print the array in reverse order.",Practice array manipulation: reverse array.,First line: n = 16. Second line: 16 space-separated integers.,Print the reversed array separated by spaces.,"1 <= n <= 1000
1 <= array elements <= 1000","11
85 76 3 85 79 40 72 6 39 77 93",93 77 39 6 72 40 79 85 3 76 85,Reverse the order of the elements. (problem P00608),2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
P00609,Find Maximum in Array - Medium #2436,Medium,Intermediate,"[""Arrays""]",CodingStar,"Given an array of 8 integers, find and print the maximum element.",Practice array manipulation: find maximum.,First line: n = 8. Second line: 8 space-separated integers.,Print the maximum value in the array.,"1 <= n <= 1000
1 <= array elements <= 1000","8
54 5 28 16 40 87 42 24",87,"The maximum value in [54, 5, 28, 16, 40, 87, 42, 24] is 87. (problem P00609)",2000,256,0,,2026-05-21T12:12:20Z,algorithm,arrays
