id,problem_id,input_data,expected_output,is_sample,explanation
P01487_TC1,P01487,"""6
92 13 35 30 60 82""",82 60 30 35 13 92,True,Reverse the order of the elements. (problem P01487)
P01487_TC2,P01487,11 2 46 27 29 43 2 22,182,False,Additional variant testcase for P01487.
P01487_TC3,P01487,49 10 4 39 3 17 29 6 15,49,False,Additional variant testcase for P01487.
P01488_TC1,P01488,"""6
31 21 95 28 95 31""",31 95 28 95 21 31,True,Reverse the order of the elements. (problem P01488)
P01488_TC2,P01488,18 4 48 29 37 16 16 2,170,False,Additional variant testcase for P01488.
P01488_TC3,P01488,39 13 11 36 50 37 46 17 9,50,False,Additional variant testcase for P01488.
P01489_TC1,P01489,"""12
62 87 91 40 9 69 40 76 14 13 96 27""",27 96 13 14 76 40 69 9 40 91 87 62,True,Reverse the order of the elements. (problem P01489)
P01489_TC2,P01489,42 39 22 45 29 6 35 30,248,False,Additional variant testcase for P01489.
P01489_TC3,P01489,13 24 38 27 31 10 42 22 49,49,False,Additional variant testcase for P01489.
P01490_TC1,P01490,"""12
95 33 94 59 34 30 81 86 64 19 17 60""",60 17 19 64 86 81 30 34 59 94 33 95,True,Reverse the order of the elements. (problem P01490)
P01490_TC2,P01490,2 44 5 16 40 11 36 17,171,False,Additional variant testcase for P01490.
P01490_TC3,P01490,3 22 38 9 13 43 48 29 46,48,False,Additional variant testcase for P01490.
P01491_TC1,P01491,"""12
82 49 58 65 60 56 46 34 44 18 67 1""",1 67 18 44 34 46 56 60 65 58 49 82,True,Reverse the order of the elements. (problem P01491)
P01491_TC2,P01491,5 9 15 46 42 44 15 31,207,False,Additional variant testcase for P01491.
P01491_TC3,P01491,48 19 12 48 28 44 16 7 24,48,False,Additional variant testcase for P01491.
P01492_TC1,P01492,"""6
39 41 24 58 17 8""",8 17 58 24 41 39,True,Reverse the order of the elements. (problem P01492)
P01492_TC2,P01492,14 1 50 22 40 32 9 24,192,False,Additional variant testcase for P01492.
P01492_TC3,P01492,33 6 17 24 39 3 30 1 17,39,False,Additional variant testcase for P01492.
P01493_TC1,P01493,"""9
55 54 97 97 82 33 54 86 2""",2 86 54 33 82 97 97 54 55,True,Reverse the order of the elements. (problem P01493)
P01493_TC2,P01493,22 21 28 15 10 2 18 40,156,False,Additional variant testcase for P01493.
P01493_TC3,P01493,2 7 32 12 1 38 41 39 22,41,False,Additional variant testcase for P01493.
P01494_TC1,P01494,"""7
86 79 71 97 1 35 31""",31 35 1 97 71 79 86,True,Reverse the order of the elements. (problem P01494)
P01494_TC2,P01494,20 31 41 41 32 39 41 46,291,False,Additional variant testcase for P01494.
P01494_TC3,P01494,32 39 11 28 7 14 12 6 31,39,False,Additional variant testcase for P01494.
P01495_TC1,P01495,"""12
87 69 96 7 42 22 70 77 25 49 44 54""",54 44 49 25 77 70 22 42 7 96 69 87,True,Reverse the order of the elements. (problem P01495)
P01495_TC2,P01495,30 21 26 36 42 40 13 23,231,False,Additional variant testcase for P01495.
P01495_TC3,P01495,8 33 30 24 46 16 34 19 2,46,False,Additional variant testcase for P01495.
P01496_TC1,P01496,"""12
38 11 30 32 9 12 77 6 88 46 16 91""",91 16 46 88 6 77 12 9 32 30 11 38,True,Reverse the order of the elements. (problem P01496)
P01496_TC2,P01496,6 9 44 10 30 13 45 1,158,False,Additional variant testcase for P01496.
P01496_TC3,P01496,5 40 12 45 1 33 47 26 33,47,False,Additional variant testcase for P01496.
P01497_TC1,P01497,"""7
84 8 71 69 81 18 16""",16 18 81 69 71 8 84,True,Reverse the order of the elements. (problem P01497)
P01497_TC2,P01497,10 18 13 33 9 23 45 33,184,False,Additional variant testcase for P01497.
P01497_TC3,P01497,43 26 10 27 33 22 28 8 28,43,False,Additional variant testcase for P01497.
P01498_TC1,P01498,"""8
22 7 14 65 87 21 83 53""",53 83 21 87 65 14 7 22,True,Reverse the order of the elements. (problem P01498)
P01498_TC2,P01498,3 9 13 9 6 26 13 12,91,False,Additional variant testcase for P01498.
P01498_TC3,P01498,9 3 32 42 8 13 34 21 8,42,False,Additional variant testcase for P01498.
P01499_TC1,P01499,"""10
50 71 35 14 29 15 32 77 70 6""",6 70 77 32 15 29 14 35 71 50,True,Reverse the order of the elements. (problem P01499)
P01499_TC2,P01499,39 36 42 29 4 37 32 16,235,False,Additional variant testcase for P01499.
P01499_TC3,P01499,16 1 16 22 22 27 46 37 50,50,False,Additional variant testcase for P01499.
P01500_TC1,P01500,"""9
73 29 40 33 56 87 14 9 87""",87 9 14 87 56 33 40 29 73,True,Reverse the order of the elements. (problem P01500)
P01500_TC2,P01500,21 2 27 40 6 18 36 16,166,False,Additional variant testcase for P01500.
P01500_TC3,P01500,49 36 30 49 30 33 40 47 29,49,False,Additional variant testcase for P01500.
P01501_TC1,P01501,"""5
53 58 44 88 57""",57 88 44 58 53,True,Reverse the order of the elements. (problem P01501)
P01501_TC2,P01501,3 11 40 24 22 15 38 38,191,False,Additional variant testcase for P01501.
P01501_TC3,P01501,46 37 28 35 43 40 36 8 49,49,False,Additional variant testcase for P01501.
P01502_TC1,P01502,"""8
38 25 22 12 51 98 88 8""",8 88 98 51 12 22 25 38,True,Reverse the order of the elements. (problem P01502)
P01502_TC2,P01502,16 28 44 16 11 5 29 8,157,False,Additional variant testcase for P01502.
P01502_TC3,P01502,11 39 29 29 24 47 25 44 46,47,False,Additional variant testcase for P01502.
P01503_TC1,P01503,"""9
77 50 56 47 72 45 82 98 17""",17 98 82 45 72 47 56 50 77,True,Reverse the order of the elements. (problem P01503)
P01503_TC2,P01503,21 45 29 19 39 47 15 29,244,False,Additional variant testcase for P01503.
P01503_TC3,P01503,9 5 4 14 14 36 16 13 42,42,False,Additional variant testcase for P01503.
P01504_TC1,P01504,"""11
67 93 63 41 21 34 79 39 22 32 10""",10 32 22 39 79 34 21 41 63 93 67,True,Reverse the order of the elements. (problem P01504)
P01504_TC2,P01504,38 7 31 45 4 19 27 49,220,False,Additional variant testcase for P01504.
P01504_TC3,P01504,7 13 33 9 2 26 21 18 21,33,False,Additional variant testcase for P01504.
P01505_TC1,P01505,"""5
58 95 23 58 65""",65 58 23 95 58,True,Reverse the order of the elements. (problem P01505)
P01505_TC2,P01505,27 24 46 2 11 25 33 27,195,False,Additional variant testcase for P01505.
P01505_TC3,P01505,18 22 43 30 11 18 27 32 45,45,False,Additional variant testcase for P01505.
P01506_TC1,P01506,"""10
77 15 24 51 76 41 54 98 33 3""",3 33 98 54 41 76 51 24 15 77,True,Reverse the order of the elements. (problem P01506)
P01506_TC2,P01506,5 44 30 19 6 39 22 7,172,False,Additional variant testcase for P01506.
P01506_TC3,P01506,2 31 19 44 25 18 8 6 5,44,False,Additional variant testcase for P01506.
P01507_TC1,P01507,"""7
20 89 97 39 99 56 83""",83 56 99 39 97 89 20,True,Reverse the order of the elements. (problem P01507)
P01507_TC2,P01507,20 30 24 24 25 8 13 18,162,False,Additional variant testcase for P01507.
P01507_TC3,P01507,40 30 11 50 27 13 42 20 4,50,False,Additional variant testcase for P01507.
P01508_TC1,P01508,"""11
61 54 86 29 38 47 60 78 6 58 52""",52 58 6 78 60 47 38 29 86 54 61,True,Reverse the order of the elements. (problem P01508)
P01508_TC2,P01508,48 37 3 1 34 45 24 44,236,False,Additional variant testcase for P01508.
P01508_TC3,P01508,28 37 37 2 18 18 30 16 8,37,False,Additional variant testcase for P01508.
P01509_TC1,P01509,"""6
64 41 48 4 11 15""",15 11 4 48 41 64,True,Reverse the order of the elements. (problem P01509)
P01509_TC2,P01509,31 21 16 33 33 50 10 10,204,False,Additional variant testcase for P01509.
P01509_TC3,P01509,46 38 20 3 5 36 24 10 16,46,False,Additional variant testcase for P01509.
P01510_TC1,P01510,"""10
49 9 75 78 74 71 86 78 32 72""",72 32 78 86 71 74 78 75 9 49,True,Reverse the order of the elements. (problem P01510)
P01510_TC2,P01510,22 48 50 26 44 13 6 3,212,False,Additional variant testcase for P01510.
P01510_TC3,P01510,33 48 4 15 33 7 11 13 20,48,False,Additional variant testcase for P01510.
P01511_TC1,P01511,"""5
60 36 67 7 55""",55 7 67 36 60,True,Reverse the order of the elements. (problem P01511)
P01511_TC2,P01511,34 47 11 24 21 19 27 39,222,False,Additional variant testcase for P01511.
P01511_TC3,P01511,42 28 21 21 48 1 25 16 22,48,False,Additional variant testcase for P01511.
P01512_TC1,P01512,"""6
22 16 55 9 72 29""",29 72 9 55 16 22,True,Reverse the order of the elements. (problem P01512)
P01512_TC2,P01512,22 24 16 36 27 10 29 35,199,False,Additional variant testcase for P01512.
P01512_TC3,P01512,17 27 5 30 8 26 14 20 13,30,False,Additional variant testcase for P01512.
P01513_TC1,P01513,"""8
26 79 8 12 43 88 53 84""",84 53 88 43 12 8 79 26,True,Reverse the order of the elements. (problem P01513)
P01513_TC2,P01513,37 14 11 44 2 33 36 12,189,False,Additional variant testcase for P01513.
P01513_TC3,P01513,15 25 3 31 49 28 4 3 24,49,False,Additional variant testcase for P01513.
P01514_TC1,P01514,"""9
98 63 8 84 85 33 89 61 30""",30 61 89 33 85 84 8 63 98,True,Reverse the order of the elements. (problem P01514)
P01514_TC2,P01514,9 24 6 9 46 28 19 47,188,False,Additional variant testcase for P01514.
P01514_TC3,P01514,22 29 3 28 10 38 21 24 50,50,False,Additional variant testcase for P01514.
P01515_TC1,P01515,"""8
96 24 52 16 6 69 28 20""",20 28 69 6 16 52 24 96,True,Reverse the order of the elements. (problem P01515)
P01515_TC2,P01515,42 21 40 23 2 23 29 13,193,False,Additional variant testcase for P01515.
P01515_TC3,P01515,14 9 24 38 22 35 48 32 39,48,False,Additional variant testcase for P01515.
P01516_TC1,P01516,"""5
7 94 1 11 49""",49 11 1 94 7,True,Reverse the order of the elements. (problem P01516)
P01516_TC2,P01516,33 23 29 16 13 43 44 42,243,False,Additional variant testcase for P01516.
P01516_TC3,P01516,48 9 21 49 42 46 5 38 21,49,False,Additional variant testcase for P01516.
P01517_TC1,P01517,"""8
62 41 44 69 30 90 58 58""",58 58 90 30 69 44 41 62,True,Reverse the order of the elements. (problem P01517)
P01517_TC2,P01517,45 35 48 9 41 47 38 38,301,False,Additional variant testcase for P01517.
P01517_TC3,P01517,4 1 36 12 34 43 22 22 24,43,False,Additional variant testcase for P01517.
P01518_TC1,P01518,"""12
10 80 67 65 6 25 27 22 83 16 81 83""",83 81 16 83 22 27 25 6 65 67 80 10,True,Reverse the order of the elements. (problem P01518)
P01518_TC2,P01518,50 47 21 2 20 48 50 50,288,False,Additional variant testcase for P01518.
P01518_TC3,P01518,23 50 23 4 44 36 30 10 12,50,False,Additional variant testcase for P01518.
P01519_TC1,P01519,"""6
42 97 88 55 95 24""",24 95 55 88 97 42,True,Reverse the order of the elements. (problem P01519)
P01519_TC2,P01519,37 42 4 10 25 33 26 12,189,False,Additional variant testcase for P01519.
P01519_TC3,P01519,29 14 30 29 6 5 34 14 24,34,False,Additional variant testcase for P01519.
P01520_TC1,P01520,"""11
16 35 49 96 90 54 94 6 46 18 30""",30 18 46 6 94 54 90 96 49 35 16,True,Reverse the order of the elements. (problem P01520)
P01520_TC2,P01520,29 48 3 10 13 25 35 25,188,False,Additional variant testcase for P01520.
P01520_TC3,P01520,43 18 4 14 18 50 17 27 36,50,False,Additional variant testcase for P01520.
P01521_TC1,P01521,"""8
17 60 26 55 61 75 49 98""",98 49 75 61 55 26 60 17,True,Reverse the order of the elements. (problem P01521)
P01521_TC2,P01521,27 50 47 32 1 32 17 32,238,False,Additional variant testcase for P01521.
P01521_TC3,P01521,40 4 35 48 45 26 40 18 23,48,False,Additional variant testcase for P01521.
P01522_TC1,P01522,"""7
4 20 74 42 9 53 10""",10 53 9 42 74 20 4,True,Reverse the order of the elements. (problem P01522)
P01522_TC2,P01522,40 44 15 3 32 50 46 10,240,False,Additional variant testcase for P01522.
P01522_TC3,P01522,42 37 30 18 19 24 36 45 4,45,False,Additional variant testcase for P01522.
P01523_TC1,P01523,"""10
83 28 26 13 5 40 76 11 40 17""",17 40 11 76 40 5 13 26 28 83,True,Reverse the order of the elements. (problem P01523)
P01523_TC2,P01523,36 4 25 36 2 42 42 34,221,False,Additional variant testcase for P01523.
P01523_TC3,P01523,38 49 22 23 43 46 4 45 36,49,False,Additional variant testcase for P01523.
P01524_TC1,P01524,"""10
13 16 8 79 95 38 1 49 59 66""",66 59 49 1 38 95 79 8 16 13,True,Reverse the order of the elements. (problem P01524)
P01524_TC2,P01524,17 16 48 19 50 1 5 18,174,False,Additional variant testcase for P01524.
P01524_TC3,P01524,5 2 25 41 37 15 9 24 31,41,False,Additional variant testcase for P01524.
P01525_TC1,P01525,"""9
68 43 11 58 81 79 8 34 61""",61 34 8 79 81 58 11 43 68,True,Reverse the order of the elements. (problem P01525)
P01525_TC2,P01525,46 42 6 40 20 22 7 7,190,False,Additional variant testcase for P01525.
P01525_TC3,P01525,6 43 45 22 25 45 9 44 28,45,False,Additional variant testcase for P01525.
P01526_TC1,P01526,"""12
43 50 82 43 24 82 94 43 25 11 31 34""",34 31 11 25 43 94 82 24 43 82 50 43,True,Reverse the order of the elements. (problem P01526)
P01526_TC2,P01526,34 1 44 37 33 41 26 31,247,False,Additional variant testcase for P01526.
P01526_TC3,P01526,17 8 24 20 13 19 11 43 16,43,False,Additional variant testcase for P01526.
P01527_TC1,P01527,"""9
50 33 19 44 29 69 47 91 2""",2 91 47 69 29 44 19 33 50,True,Reverse the order of the elements. (problem P01527)
P01527_TC2,P01527,45 10 19 31 4 45 43 15,212,False,Additional variant testcase for P01527.
P01527_TC3,P01527,15 4 22 13 47 18 4 41 25,47,False,Additional variant testcase for P01527.
P01528_TC1,P01528,"""10
16 35 4 30 41 1 68 35 20 52""",52 20 35 68 1 41 30 4 35 16,True,Reverse the order of the elements. (problem P01528)
P01528_TC2,P01528,6 26 48 30 46 26 2 25,209,False,Additional variant testcase for P01528.
P01528_TC3,P01528,23 17 11 44 13 31 12 30 15,44,False,Additional variant testcase for P01528.
P01529_TC1,P01529,"""8
67 95 40 8 72 76 26 16""",16 26 76 72 8 40 95 67,True,Reverse the order of the elements. (problem P01529)
P01529_TC2,P01529,31 25 13 15 10 27 39 13,173,False,Additional variant testcase for P01529.
P01529_TC3,P01529,17 19 50 50 42 42 8 38 21,50,False,Additional variant testcase for P01529.
P01530_TC1,P01530,"""11
84 72 57 82 67 8 3 6 20 59 70""",70 59 20 6 3 8 67 82 57 72 84,True,Reverse the order of the elements. (problem P01530)
P01530_TC2,P01530,43 2 6 35 39 12 33 27,197,False,Additional variant testcase for P01530.
P01530_TC3,P01530,1 19 32 35 7 30 7 50 26,50,False,Additional variant testcase for P01530.
P01531_TC1,P01531,"""8
55 10 14 76 52 56 35 64""",64 35 56 52 76 14 10 55,True,Reverse the order of the elements. (problem P01531)
P01531_TC2,P01531,11 6 17 42 6 44 32 21,179,False,Additional variant testcase for P01531.
P01531_TC3,P01531,7 6 23 35 2 3 28 40 4,40,False,Additional variant testcase for P01531.
P01532_TC1,P01532,"""11
45 96 8 32 50 76 32 17 31 53 40""",40 53 31 17 32 76 50 32 8 96 45,True,Reverse the order of the elements. (problem P01532)
P01532_TC2,P01532,47 20 5 6 23 17 17 15,150,False,Additional variant testcase for P01532.
P01532_TC3,P01532,28 7 50 50 36 12 47 37 39,50,False,Additional variant testcase for P01532.
P01533_TC1,P01533,"""8
56 53 44 60 90 89 55 58""",58 55 89 90 60 44 53 56,True,Reverse the order of the elements. (problem P01533)
P01533_TC2,P01533,1 30 34 21 14 35 2 39,176,False,Additional variant testcase for P01533.
P01533_TC3,P01533,12 32 43 28 1 9 48 38 47,48,False,Additional variant testcase for P01533.
P01534_TC1,P01534,"""12
65 27 53 58 90 39 14 1 95 74 56 81""",81 56 74 95 1 14 39 90 58 53 27 65,True,Reverse the order of the elements. (problem P01534)
P01534_TC2,P01534,7 11 43 11 23 5 6 34,140,False,Additional variant testcase for P01534.
P01534_TC3,P01534,38 23 3 7 1 35 39 21 21,39,False,Additional variant testcase for P01534.
P01535_TC1,P01535,"""7
43 58 61 50 64 56 23""",23 56 64 50 61 58 43,True,Reverse the order of the elements. (problem P01535)
P01535_TC2,P01535,10 1 38 49 28 47 48 18,239,False,Additional variant testcase for P01535.
P01535_TC3,P01535,38 29 23 28 23 35 27 40 17,40,False,Additional variant testcase for P01535.
P01536_TC1,P01536,"""6
16 60 81 40 85 34""",34 85 40 81 60 16,True,Reverse the order of the elements. (problem P01536)
P01536_TC2,P01536,43 32 27 19 43 40 47 45,296,False,Additional variant testcase for P01536.
P01536_TC3,P01536,29 7 12 7 34 48 42 40 24,48,False,Additional variant testcase for P01536.
P01537_TC1,P01537,"""12
64 71 81 67 77 68 2 69 74 62 66 54""",54 66 62 74 69 2 68 77 67 81 71 64,True,Reverse the order of the elements. (problem P01537)
P01537_TC2,P01537,31 9 47 21 39 36 41 18,242,False,Additional variant testcase for P01537.
P01537_TC3,P01537,16 13 29 45 48 22 22 37 10,48,False,Additional variant testcase for P01537.
P01538_TC1,P01538,"""8
97 70 97 73 5 99 28 60""",60 28 99 5 73 97 70 97,True,Reverse the order of the elements. (problem P01538)
P01538_TC2,P01538,30 45 11 32 27 21 41 33,240,False,Additional variant testcase for P01538.
P01538_TC3,P01538,11 35 9 24 48 33 50 15 35,50,False,Additional variant testcase for P01538.
P01539_TC1,P01539,"""12
83 99 47 88 50 70 8 52 90 38 57 60""",60 57 38 90 52 8 70 50 88 47 99 83,True,Reverse the order of the elements. (problem P01539)
P01539_TC2,P01539,3 34 33 16 38 44 11 41,220,False,Additional variant testcase for P01539.
P01539_TC3,P01539,27 50 5 43 18 6 47 32 39,50,False,Additional variant testcase for P01539.
P01540_TC1,P01540,"""7
95 2 31 78 3 68 89""",89 68 3 78 31 2 95,True,Reverse the order of the elements. (problem P01540)
P01540_TC2,P01540,5 35 4 31 41 21 19 38,194,False,Additional variant testcase for P01540.
P01540_TC3,P01540,29 30 19 35 50 11 39 13 8,50,False,Additional variant testcase for P01540.
P01541_TC1,P01541,"""7
91 11 18 65 70 56 4""",4 56 70 65 18 11 91,True,Reverse the order of the elements. (problem P01541)
P01541_TC2,P01541,29 5 33 38 29 42 9 12,197,False,Additional variant testcase for P01541.
P01541_TC3,P01541,33 8 9 47 41 44 47 8 36,47,False,Additional variant testcase for P01541.
P01542_TC1,P01542,"""6
81 40 28 60 54 18""",18 54 60 28 40 81,True,Reverse the order of the elements. (problem P01542)
P01542_TC2,P01542,49 20 34 15 24 34 49 13,238,False,Additional variant testcase for P01542.
P01542_TC3,P01542,42 29 45 25 49 33 32 28 20,49,False,Additional variant testcase for P01542.
P01543_TC1,P01543,"""11
75 68 90 3 57 86 94 87 20 35 41""",41 35 20 87 94 86 57 3 90 68 75,True,Reverse the order of the elements. (problem P01543)
P01543_TC2,P01543,12 6 49 33 21 49 27 39,236,False,Additional variant testcase for P01543.
P01543_TC3,P01543,33 43 6 22 32 4 6 30 2,43,False,Additional variant testcase for P01543.
P01544_TC1,P01544,"""5
41 88 45 13 50""",50 13 45 88 41,True,Reverse the order of the elements. (problem P01544)
P01544_TC2,P01544,46 3 8 24 49 33 41 14,218,False,Additional variant testcase for P01544.
P01544_TC3,P01544,48 4 19 17 2 25 29 5 26,48,False,Additional variant testcase for P01544.
P01545_TC1,P01545,"""8
72 65 81 64 24 36 33 23""",23 33 36 24 64 81 65 72,True,Reverse the order of the elements. (problem P01545)
P01545_TC2,P01545,16 36 16 9 7 45 41 48,218,False,Additional variant testcase for P01545.
P01545_TC3,P01545,43 22 16 47 42 10 41 41 40,47,False,Additional variant testcase for P01545.
